2017-04-02 12:00:00,天津,中山北路,147,轻度污染,细颗粒物(PM2.5),112,148,1.3,64,96,32,39
2017-04-02 13:00:00,天津,中山北路,138,轻度污染,细颗粒物(PM2.5),105,146,1.2,59,117,46,38
2017-04-02 14:00:00,天津,中山北路,160,中度污染,细颗粒物(PM2.5),122,160,1.4,64,127,61,40
2017-04-02 15:00:00,天津,中山北路,158,中度污染,细颗粒物(PM2.5),120,140,1.2,60,139,77,35
2017-04-02 18:00:00,天津,中山北路,100,良,细颗粒物(PM2.5),75,96,0.9,55,131,120,20
2017-04-02 19:00:00,天津,中山北路,104,轻度污染,细颗粒物(PM2.5),78,132,0.9,75,101,125,18
2017-04-02 21:00:00,天津,中山北路,170,中度污染,细颗粒物(PM2.5),129,279,1.7,165,18,107,30
2017-04-02 22:00:00,天津,中山北路,227,重度污染,细颗粒物(PM2.5),177,290,2.0,174,11,92,33
2017-04-03 00:00:00,天津,中山北路,251,重度污染,细颗粒物(PM2.5),201,270,1.9,154,17,61,41
2017-04-03 01:00:00,天津,中山北路,252,重度污染,细颗粒物(PM2.5),202,255,2.1,150,14,14,40
2017-04-03 02:00:00,天津,中山北路,250,重度污染,细颗粒物(PM2.5),200,236,2.3,150,12,13,48
2017-04-03 03:00:00,天津,中山北路,241,重度污染,细颗粒物(PM2.5),191,219,2.3,141,20,15,59
2017-04-03 05:00:00,天津,中山北路,233,重度污染,细颗粒物(PM2.5),183,203,2.1,150,6,12,35
2017-04-03 07:00:00,天津,中山北路,213,重度污染,细颗粒物(PM2.5),163,228,2.0,138,9,11,32
2017-04-03 08:00:00,天津,中山北路,218,重度污染,细颗粒物(PM2.5),168,232,1.8,144,20,12,46
2017-04-03 09:00:00,天津,中山北路,220,重度污染,细颗粒物(PM2.5),170,216,1.5,117,51,17,44
2017-04-03 10:00:00,天津,中山北路,199,中度污染,细颗粒物(PM2.5),149,199,1.2,74,94,27,35
2017-04-03 11:00:00,天津,中山北路,166,中度污染,细颗粒物(PM2.5),126,_,0.9,46,122,40,24
2017-04-03 12:00:00,天津,中山北路,138,轻度污染,细颗粒物(PM2.5),105,130,0.9,33,151,58,25
2017-04-03 16:00:00,天津,中山北路,82,良,细颗粒物(PM2.5),60,_,0.6,20,184,147,16
2017-04-03 17:00:00,天津,中山北路,79,良,臭氧1小时,44,89,0.6,24,183,164,17
2017-04-03 18:00:00,天津,中山北路,124,轻度污染,颗粒物(PM10),88,198,1.1,53,180,174,33
2017-04-03 19:00:00,天津,中山北路,162,中度污染,细颗粒物(PM2.5),123,164,1.1,63,163,180,35
2017-04-03 20:00:00,天津,中山北路,158,中度污染,细颗粒物(PM2.5),120,147,1.3,63,146,179,30
2017-04-03 21:00:00,天津,中山北路,147,轻度污染,细颗粒物(PM2.5),112,141,1.3,62,145,174,31
2017-04-03 23:00:00,天津,中山北路,165,中度污染,细颗粒物(PM2.5),125,183,1.6,106,81,151,36
2017-04-04 01:00:00,天津,中山北路,175,中度污染,细颗粒物(PM2.5),132,183,1.6,101,53,53,32
2017-04-04 03:00:00,天津,中山北路,189,中度污染,细颗粒物(PM2.5),142,_,1.2,84,62,57,54
2017-04-04 05:00:00,天津,中山北路,165,中度污染,细颗粒物(PM2.5),125,_,1.2,54,91,74,72
2017-04-04 06:00:00,天津,中山北路,165,中度污染,细颗粒物(PM2.5),125,140,1.4,71,59,72,78
2017-04-04 07:00:00,天津,中山北路,170,中度污染,细颗粒物(PM2.5),129,165,1.6,97,40,67,74
2017-04-04 08:00:00,天津,中山北路,162,中度污染,细颗粒物(PM2.5),123,147,1.3,78,67,67,59
2017-04-04 10:00:00,天津,中山北路,119,轻度污染,细颗粒物(PM2.5),90,132,1.2,60,100,78,39
2017-04-04 11:00:00,天津,中山北路,124,轻度污染,细颗粒物(PM2.5),94,155,1.4,67,90,81,42
2017-04-04 12:00:00,天津,中山北路,138,轻度污染,细颗粒物(PM2.5),105,163,1.3,64,98,80,38
2017-04-04 13:00:00,天津,中山北路,137,轻度污染,细颗粒物(PM2.5),104,178,1.0,48,116,83,35
2017-04-04 14:00:00,天津,中山北路,122,轻度污染,细颗粒物(PM2.5),92,142,1.0,38,120,91,33
2017-04-04 16:00:00,天津,中山北路,130,轻度污染,细颗粒物(PM2.5),99,143,1.0,37,119,107,31
2017-04-04 17:00:00,天津,中山北路,115,轻度污染,细颗粒物(PM2.5),87,125,1.0,36,117,110,26
2017-04-04 18:00:00,天津,中山北路,99,良,细颗粒物(PM2.5),74,82,0.8,32,117,112,19
2017-04-04 19:00:00,天津,中山北路,83,良,细颗粒物(PM2.5),61,88,0.7,34,103,114,16
2017-04-04 21:00:00,天津,中山北路,109,轻度污染,细颗粒物(PM2.5),82,145,1.1,79,39,102,13
2017-04-04 23:00:00,天津,中山北路,67,良,细颗粒物(PM2.5),48,51,0.7,44,78,92,11
2017-04-05 00:00:00,天津,中山北路,79,良,细颗粒物(PM2.5),58,_,0.8,42,74,87,12
2017-04-05 01:00:00,天津,中山北路,94,良,细颗粒物(PM2.5),70,_,0.9,75,33,33,11
2017-04-05 02:00:00,天津,中山北路,93,良,细颗粒物(PM2.5),69,_,1.0,75,27,30,10
2017-04-05 13:00:00,天津,中山北路,97,良,细颗粒物(PM2.5),72,_,0.9,36,102,56,18
2017-04-05 14:00:00,天津,中山北路,75,良,细颗粒物(PM2.5),55,_,0.7,36,115,63,13
2017-04-05 15:00:00,天津,中山北路,87,良,细颗粒物(PM2.5),64,_,0.7,45,113,69,11
2017-04-05 17:00:00,天津,中山北路,78,良,细颗粒物(PM2.5),57,_,0.9,47,102,85,13
2017-04-05 18:00:00,天津,中山北路,68,良,细颗粒物(PM2.5),49,50,1.7,58,90,92,12
2017-04-05 19:00:00,天津,中山北路,70,良,细颗粒物(PM2.5),51,60,1.4,78,64,93,11
2017-04-05 20:00:00,天津,中山北路,75,良,细颗粒物(PM2.5),55,79,1.5,85,49,92,12
2017-04-05 21:00:00,天津,中山北路,97,良,细颗粒物(PM2.5),72,78,2.3,88,42,84,16
2017-04-05 22:00:00,天津,中山北路,87,良,细颗粒物(PM2.5),64,_,1.0,49,72,79,12
2017-04-05 23:00:00,天津,中山北路,62,良,细颗粒物(PM2.5),44,_,0.7,48,64,73,9
2017-04-06 00:00:00,天津,中山北路,73,良,细颗粒物(PM2.5),53,_,0.7,44,64,68,8
2017-04-06 01:00:00,天津,中山北路,69,良,细颗粒物(PM2.5),50,_,0.6,38,68,68,8
2017-04-06 02:00:00,天津,中山北路,68,良,细颗粒物(PM2.5),49,52,1.0,45,56,62,34
2017-04-06 04:00:00,天津,中山北路,92,良,细颗粒物(PM2.5),68,77,1.2,46,51,57,24
2017-04-06 05:00:00,天津,中山北路,147,轻度污染,细颗粒物(PM2.5),112,128,1.2,57,35,53,21
2017-04-06 07:00:00,天津,中山北路,162,中度污染,细颗粒物(PM2.5),123,131,1.4,67,17,43,18
2017-04-06 08:00:00,天津,中山北路,144,轻度污染,细颗粒物(PM2.5),110,142,1.5,76,13,39,19
2017-04-06 09:00:00,天津,中山北路,180,中度污染,细颗粒物(PM2.5),136,184,1.6,73,17,33,18
2017-04-06 10:00:00,天津,中山北路,232,重度污染,细颗粒物(PM2.5),182,237,2.4,62,31,30,25
2017-04-06 12:00:00,天津,中山北路,255,重度污染,细颗粒物(PM2.5),205,229,1.9,57,86,34,32
2017-04-06 14:00:00,天津,中山北路,213,重度污染,细颗粒物(PM2.5),163,_,1.2,37,154,62,23
2017-04-06 15:00:00,天津,中山北路,143,轻度污染,细颗粒物(PM2.5),109,112,1.1,34,167,81,19
2017-04-06 19:00:00,天津,中山北路,125,轻度污染,颗粒物(PM10),73,199,1.1,102,87,132,12
2017-04-06 20:00:00,天津,中山北路,133,轻度污染,细颗粒物(PM2.5),101,213,2.5,81,107,134,23
2017-04-06 21:00:00,天津,中山北路,162,中度污染,细颗粒物(PM2.5),123,139,1.2,91,100,130,18
2017-04-06 22:00:00,天津,中山北路,156,中度污染,细颗粒物(PM2.5),119,169,1.2,65,118,126,18
2017-04-06 23:00:00,天津,中山北路,190,中度污染,细颗粒物(PM2.5),143,174,1.4,54,117,120,28
2017-04-07 00:00:00,天津,中山北路,180,中度污染,细颗粒物(PM2.5),136,_,1.3,60,84,112,32
2017-04-07 01:00:00,天津,中山北路,109,轻度污染,细颗粒物(PM2.5),82,116,1.0,56,65,65,23
2017-04-07 02:00:00,天津,中山北路,79,良,颗粒物(PM10),43,107,1.0,57,59,62,16
2017-04-07 03:00:00,天津,中山北路,78,良,颗粒物(PM10),38,106,0.8,50,59,61,14
2017-04-07 05:00:00,天津,中山北路,79,良,颗粒物(PM10),40,107,1.0,46,58,56,37
2017-04-07 06:00:00,天津,中山北路,73,良,颗粒物(PM10)细颗粒物(PM2.5),53,95,0.7,34,68,58,14
2017-04-07 07:00:00,天津,中山北路,91,良,颗粒物(PM10),41,131,1.3,78,32,54,22
2017-04-07 08:00:00,天津,中山北路,96,良,颗粒物(PM10),64,142,1.5,59,53,54,16
2017-04-07 10:00:00,天津,中山北路,153,中度污染,细颗粒物(PM2.5),117,150,1.3,48,68,54,18
2017-04-07 14:00:00,天津,中山北路,69,良,颗粒物(PM10),48,87,0.7,24,131,81,10
2017-04-07 15:00:00,天津,中山北路,75,良,细颗粒物(PM2.5),55,87,0.7,30,138,95,10
2017-04-07 16:00:00,天津,中山北路,84,良,细颗粒物(PM2.5),62,104,0.8,34,134,105,10
2017-04-07 17:00:00,天津,中山北路,89,良,细颗粒物(PM2.5),66,121,1.1,41,129,114,11
2017-04-07 19:00:00,天津,中山北路,110,轻度污染,颗粒物(PM10),76,170,1.1,134,17,108,19
2017-04-07 21:00:00,天津,中山北路,121,轻度污染,颗粒物(PM10),85,191,1.1,135,6,82,19
2017-04-07 22:00:00,天津,中山北路,113,轻度污染,颗粒物(PM10),76,176,1.7,135,6,66,30
2017-04-07 23:00:00,天津,中山北路,127,轻度污染,颗粒物(PM10),88,203,2.3,137,6,50,38
2017-04-08 01:00:00,天津,中山北路,129,轻度污染,细颗粒物(PM2.5),98,184,3.6,131,6,6,46
2017-04-08 02:00:00,天津,中山北路,149,轻度污染,颗粒物(PM10),97,247,2.0,132,7,6,30
2017-04-08 03:00:00,天津,中山北路,158,中度污染,颗粒物(PM10),102,266,2.6,125,6,6,25
2017-04-08 08:00:00,天津,中山北路,158,中度污染,细颗粒物(PM2.5),120,190,1.8,111,7,6,24
2017-04-08 10:00:00,天津,中山北路,135,轻度污染,细颗粒物(PM2.5),103,124,1.8,61,34,11,25
2017-04-08 11:00:00,天津,中山北路,82,良,细颗粒物(PM2.5),60,80,1.6,53,40,15,26
2017-04-08 12:00:00,天津,中山北路,91,良,颗粒物(PM10),49,131,1.7,53,43,20,28
2017-04-08 13:00:00,天津,中山北路,91,良,颗粒物(PM10),50,131,1.5,50,49,25,24
2017-04-08 14:00:00,天津,中山北路,86,良,颗粒物(PM10),44,122,1.3,42,59,32,22
2017-04-08 15:00:00,天津,中山北路,127,轻度污染,颗粒物(PM10),28,204,1.2,47,55,38,21
2017-04-08 16:00:00,天津,中山北路,78,良,颗粒物(PM10),25,106,0.9,50,51,43,16
2017-04-08 17:00:00,天津,中山北路,70,良,颗粒物(PM10),24,90,1.0,48,54,48,15
2017-04-08 18:00:00,天津,中山北路,88,良,颗粒物(PM10),31,126,0.9,59,46,50,14
2017-04-08 19:00:00,天津,中山北路,73,良,颗粒物(PM10),24,96,0.8,56,59,52,18
2017-04-08 20:00:00,天津,中山北路,74,良,颗粒物(PM10),21,98,0.8,54,52,53,17
2017-04-08 21:00:00,天津,中山北路,74,良,颗粒物(PM10),20,98,0.9,70,33,51,19
2017-04-08 22:00:00,天津,中山北路,66,良,颗粒物(PM10),27,81,0.8,70,33,48,15
2017-04-08 23:00:00,天津,中山北路,79,良,颗粒物(PM10),30,107,1.1,84,14,43,15
2017-04-09 00:00:00,天津,中山北路,72,良,颗粒物(PM10),32,94,1.2,93,6,37,12
2017-04-09 02:00:00,天津,中山北路,66,良,颗粒物(PM10),32,81,1.1,76,13,10,22
2017-04-09 04:00:00,天津,中山北路,76,良,颗粒物(PM10),45,102,1.3,79,6,8,19
2017-04-09 07:00:00,天津,中山北路,108,轻度污染,颗粒物(PM10),61,165,2.1,86,9,8,18
2017-04-09 09:00:00,天津,中山北路,128,轻度污染,颗粒物(PM10),91,206,3.0,92,22,10,42
2017-04-09 10:00:00,天津,中山北路,124,轻度污染,细颗粒物(PM2.5),94,98,2.4,72,44,14,44
2017-04-09 11:00:00,天津,中山北路,102,轻度污染,细颗粒物(PM2.5),76,122,2.4,61,58,20,46
2017-04-09 12:00:00,天津,中山北路,89,良,颗粒物(PM10)细颗粒物(PM2.5),66,128,2.6,74,54,26,52
2017-04-09 13:00:00,天津,中山北路,102,轻度污染,细颗粒物(PM2.5),76,151,2.6,71,60,33,54
2017-04-09 14:00:00,天津,中山北路,90,良,细颗粒物(PM2.5),67,_,2.0,59,66,40,37
2017-04-09 15:00:00,天津,中山北路,67,良,细颗粒物(PM2.5),48,55,1.4,50,72,48,23
2017-04-09 16:00:00,天津,中山北路,66,良,颗粒物(PM10),44,82,1.3,49,81,57,19
2017-04-09 17:00:00,天津,中山北路,67,良,颗粒物(PM10),38,83,1.2,49,77,64,16
2017-04-09 18:00:00,天津,中山北路,72,良,颗粒物(PM10),36,94,1.4,55,67,67,21
2017-04-09 19:00:00,天津,中山北路,73,良,颗粒物(PM10),35,96,1.6,68,54,66,24
2017-04-09 20:00:00,天津,中山北路,76,良,颗粒物(PM10),46,102,1.3,70,46,65,21
2017-04-09 21:00:00,天津,中山北路,73,良,颗粒物(PM10),45,95,1.2,65,43,63,24
2017-04-09 22:00:00,天津,中山北路,67,良,颗粒物(PM10),45,83,1.3,74,30,59,25
2017-04-10 00:00:00,天津,中山北路,74,良,颗粒物(PM10),50,97,1.2,79,22,45,41
2017-04-10 02:00:00,天津,中山北路,82,良,细颗粒物(PM2.5),60,108,1.1,80,20,20,28
2017-04-10 05:00:00,天津,中山北路,84,良,细颗粒物(PM2.5),62,111,1.1,67,26,21,26
2017-04-10 06:00:00,天津,中山北路,95,良,细颗粒物(PM2.5),71,101,1.1,74,17,20,28
2017-04-10 07:00:00,天津,中山北路,90,良,细颗粒物(PM2.5),67,127,1.4,91,8,19,31
2017-04-10 08:00:00,天津,中山北路,93,良,细颗粒物(PM2.5),69,89,1.3,86,24,19,32
2017-04-10 09:00:00,天津,中山北路,80,良,颗粒物(PM10),52,109,1.2,65,53,23,35
2017-04-10 10:00:00,天津,中山北路,78,良,细颗粒物(PM2.5),57,90,1.1,40,85,32,30
2017-04-10 12:00:00,天津,中山北路,59,良,细颗粒物(PM2.5),42,64,1.0,23,116,54,18
2017-04-10 13:00:00,天津,中山北路,62,良,颗粒物(PM10),34,73,1.0,20,124,67,17
2017-04-10 14:00:00,天津,中山北路,86,良,颗粒物(PM10),41,121,1.1,25,131,81,23
2017-04-10 15:00:00,天津,中山北路,74,良,细颗粒物(PM2.5),54,80,1.2,28,123,95,19
2017-04-10 16:00:00,天津,中山北路,66,良,颗粒物(PM10),47,82,1.1,27,127,108,22
2017-04-10 17:00:00,天津,中山北路,60,良,颗粒物(PM10)细颗粒物(PM2.5),43,70,0.9,23,126,117,17
2017-04-10 19:00:00,天津,中山北路,74,良,颗粒物(PM10),48,97,1.0,32,122,124,15
2017-04-10 21:00:00,天津,中山北路,81,良,颗粒物(PM10),58,111,1.1,29,91,117,17
2017-04-10 22:00:00,天津,中山北路,66,良,颗粒物(PM10),46,82,1.0,33,78,111,17
2017-04-10 23:00:00,天津,中山北路,74,良,细颗粒物(PM2.5),54,78,1.0,34,70,104,20
2017-04-11 00:00:00,天津,中山北路,65,良,细颗粒物(PM2.5),47,55,1.0,33,68,97,17
2017-04-11 02:00:00,天津,中山北路,63,良,颗粒物(PM10),38,75,1.1,35,60,63,18
2017-04-11 03:00:00,天津,中山北路,61,良,颗粒物(PM10),42,71,1.1,38,54,60,16
2017-04-11 04:00:00,天津,中山北路,69,良,颗粒物(PM10),43,88,1.2,54,35,54,21
2017-04-11 05:00:00,天津,中山北路,76,良,颗粒物(PM10),47,102,1.6,65,19,47,29
2017-04-11 08:00:00,天津,中山北路,124,轻度污染,颗粒物(PM10),93,197,1.9,79,16,33,36
2017-04-11 09:00:00,天津,中山北路,118,轻度污染,细颗粒物(PM2.5),89,151,1.8,53,48,31,40
2017-04-11 10:00:00,天津,中山北路,86,良,颗粒物(PM10),61,121,1.4,36,71,32,25
2017-04-11 11:00:00,天津,中山北路,79,良,颗粒物(PM10),28,107,0.7,15,97,38,5
2017-04-11 12:00:00,天津,中山北路,61,良,颗粒物(PM10),10,71,0.7,15,101,46,5
2017-04-11 13:00:00,天津,中山北路,49,优,_,9,49,0.7,14,105,57,5
2017-04-11 14:00:00,天津,中山北路,48,优,_,_,48,0.7,17,104,69,5
2017-04-11 15:00:00,天津,中山北路,33,优,_,10,32,0.7,18,105,81,5
2017-04-11 16:00:00,天津,中山北路,35,优,_,17,32,0.7,20,109,92,5
2017-04-11 18:00:00,天津,中山北路,38,优,_,16,38,0.7,34,96,103,5
2017-04-11 19:00:00,天津,中山北路,82,良,颗粒物(PM10),3,114,0.7,68,78,101,6
2017-04-11 20:00:00,天津,中山北路,135,轻度污染,颗粒物(PM10),33,220,0.9,127,7,89,8
2017-04-11 21:00:00,天津,中山北路,127,轻度污染,颗粒物(PM10),45,204,1.4,129,7,77,10
2017-04-11 22:00:00,天津,中山北路,133,轻度污染,颗粒物(PM10),54,216,1.1,117,8,65,11
2017-04-11 23:00:00,天津,中山北路,89,良,颗粒物(PM10),53,128,1.3,114,6,52,11
2017-04-12 00:00:00,天津,中山北路,94,良,颗粒物(PM10),44,137,1.1,105,6,40,11
2017-04-12 01:00:00,天津,中山北路,105,轻度污染,颗粒物(PM10),42,159,1.2,106,6,6,15
2017-04-12 02:00:00,天津,中山北路,98,良,颗粒物(PM10),51,145,1.2,100,6,6,14
2017-04-12 04:00:00,天津,中山北路,128,轻度污染,细颗粒物(PM2.5),97,202,1.2,48,71,27,29
2017-04-12 05:00:00,天津,中山北路,124,轻度污染,细颗粒物(PM2.5),94,172,1.2,44,73,36,25
2017-04-12 06:00:00,天津,中山北路,118,轻度污染,细颗粒物(PM2.5),89,177,1.3,51,55,40,29
2017-04-12 07:00:00,天津,中山北路,129,轻度污染,细颗粒物(PM2.5),98,173,1.4,53,59,42,32
2017-04-12 08:00:00,天津,中山北路,135,轻度污染,细颗粒物(PM2.5),103,205,1.7,56,64,45,39
2017-04-12 09:00:00,天津,中山北路,144,轻度污染,细颗粒物(PM2.5),110,209,1.7,55,72,53,45
2017-04-12 11:00:00,天津,中山北路,142,轻度污染,细颗粒物(PM2.5),108,146,1.3,40,107,73,26
2017-04-12 12:00:00,天津,中山北路,100,良,细颗粒物(PM2.5),75,110,1.0,25,128,80,17
2017-04-12 13:00:00,天津,中山北路,78,良,细颗粒物(PM2.5),57,96,0.7,17,133,88,14
2017-04-12 14:00:00,天津,中山北路,69,良,颗粒物(PM10),45,88,0.7,19,130,97,12
2017-04-12 16:00:00,天津,中山北路,52,良,颗粒物(PM10),32,53,0.6,24,126,114,10
2017-04-12 19:00:00,天津,中山北路,113,轻度污染,颗粒物(PM10),41,176,0.9,78,53,108,16
2017-04-12 21:00:00,天津,中山北路,108,轻度污染,颗粒物(PM10),59,166,1.3,97,33,84,39
2017-04-12 22:00:00,天津,中山北路,102,轻度污染,颗粒物(PM10),52,153,1.2,108,22,70,25
2017-04-12 23:00:00,天津,中山北路,96,良,颗粒物(PM10),39,142,0.9,67,48,60,13
2017-04-13 00:00:00,天津,中山北路,71,良,颗粒物(PM10),37,91,1.0,72,37,49,19
2017-04-13 02:00:00,天津,中山北路,81,良,颗粒物(PM10),44,111,1.3,71,29,24,19
2017-04-13 03:00:00,天津,中山北路,82,良,颗粒物(PM10),35,113,1.4,68,29,26,19
2017-04-13 06:00:00,天津,中山北路,91,良,颗粒物(PM10),52,132,1.8,93,7,20,28
2017-04-13 08:00:00,天津,中山北路,129,轻度污染,颗粒物(PM10),83,207,2.4,88,18,18,44
2017-04-13 10:00:00,天津,中山北路,128,轻度污染,颗粒物(PM10),81,205,2.1,73,40,21,40
2017-04-13 12:00:00,天津,中山北路,156,中度污染,颗粒物(PM10),114,261,1.7,81,65,29,33
2017-04-13 13:00:00,天津,中山北路,199,中度污染,细颗粒物(PM2.5),149,309,1.7,82,78,38,29
2017-04-13 14:00:00,天津,中山北路,226,重度污染,细颗粒物(PM2.5),176,227,1.7,71,102,50,29
2017-04-13 15:00:00,天津,中山北路,218,重度污染,细颗粒物(PM2.5),168,222,1.7,63,112,62,33
2017-04-13 18:00:00,天津,中山北路,144,轻度污染,细颗粒物(PM2.5),110,143,1.6,56,89,90,28
2017-04-13 19:00:00,天津,中山北路,113,轻度污染,细颗粒物(PM2.5),85,154,1.5,63,74,93,34
2017-04-13 20:00:00,天津,中山北路,127,轻度污染,细颗粒物(PM2.5),96,169,1.6,70,55,92,34
2017-04-13 21:00:00,天津,中山北路,119,轻度污染,细颗粒物(PM2.5),90,147,1.5,59,58,89,26
2017-04-13 22:00:00,天津,中山北路,105,轻度污染,细颗粒物(PM2.5),79,148,1.3,61,54,83,20
2017-04-14 01:00:00,天津,中山北路,94,良,细颗粒物(PM2.5),70,97,1.1,49,46,46,15
2017-04-14 02:00:00,天津,中山北路,94,良,细颗粒物(PM2.5),70,72,1.1,54,38,42,16
2017-04-14 13:00:00,天津,中山北路,108,轻度污染,细颗粒物(PM2.5),81,_,1.0,22,151,96,20
2017-04-14 14:00:00,天津,中山北路,90,良,细颗粒物(PM2.5),67,_,0.7,16,144,104,13
2017-04-14 15:00:00,天津,中山北路,65,良,细颗粒物(PM2.5),47,_,0.6,15,140,109,8
2017-04-14 16:00:00,天津,中山北路,68,良,细颗粒物(PM2.5),49,_,0.6,13,133,112,7
2017-04-14 17:00:00,天津,中山北路,57,良,颗粒物(PM10),30,63,0.5,14,130,122,7
2017-04-14 18:00:00,天津,中山北路,76,良,颗粒物(PM10),33,101,0.6,24,119,128,8
2017-04-14 19:00:00,天津,中山北路,128,轻度污染,颗粒物(PM10),32,206,0.8,32,106,130,13
2017-04-14 20:00:00,天津,中山北路,108,轻度污染,颗粒物(PM10),36,166,0.9,46,81,126,15
2017-04-15 00:00:00,天津,中山北路,100,良,颗粒物(PM10),52,150,0.8,60,54,83,22
2017-04-15 01:00:00,天津,中山北路,102,轻度污染,颗粒物(PM10),66,154,0.8,49,60,60,20
2017-04-15 02:00:00,天津,中山北路,110,轻度污染,颗粒物(PM10),70,169,1.1,58,45,52,28
2017-04-15 03:00:00,天津,中山北路,120,轻度污染,颗粒物(PM10),75,189,1.4,63,36,47,45
2017-04-15 04:00:00,天津,中山北路,118,轻度污染,细颗粒物(PM2.5),89,178,1.5,76,22,41,70
2017-04-15 05:00:00,天津,中山北路,128,轻度污染,细颗粒物(PM2.5),97,176,1.4,91,7,34,46
2017-04-15 06:00:00,天津,中山北路,128,轻度污染,细颗粒物(PM2.5),97,193,1.5,91,6,29,42
2017-04-15 07:00:00,天津,中山北路,151,中度污染,颗粒物(PM10),109,251,1.8,98,8,26,48
2017-04-15 08:00:00,天津,中山北路,155,中度污染,细颗粒物(PM2.5),118,240,2.5,90,17,25,76
2017-04-15 10:00:00,天津,中山北路,182,中度污染,细颗粒物(PM2.5),137,248,2.1,99,44,22,66
2017-04-15 12:00:00,天津,中山北路,135,轻度污染,细颗粒物(PM2.5),103,_,1.0,47,117,38,25
2017-04-15 14:00:00,天津,中山北路,68,良,细颗粒物(PM2.5),49,67,0.6,20,140,71,10
2017-04-15 17:00:00,天津,中山北路,78,良,颗粒物(PM10),21,106,0.8,27,158,119,11
2017-04-15 18:00:00,天津,中山北路,69,良,颗粒物(PM10),44,87,0.8,33,152,133,12
2017-04-15 20:00:00,天津,中山北路,92,良,颗粒物(PM10),42,134,0.9,86,72,133,11
2017-04-15 21:00:00,天津,中山北路,116,轻度污染,颗粒物(PM10),49,182,0.7,59,95,128,13
2017-04-15 22:00:00,天津,中山北路,90,良,颗粒物(PM10),50,130,0.6,43,105,124,13
2017-04-16 02:00:00,天津,中山北路,102,轻度污染,细颗粒物(PM2.5),76,144,0.9,41,71,66,30
2017-04-16 03:00:00,天津,中山北路,98,良,细颗粒物(PM2.5),73,129,0.9,42,64,65,27
2017-04-16 04:00:00,天津,中山北路,94,良,细颗粒物(PM2.5),70,131,0.9,42,62,64,27
2017-04-16 06:00:00,天津,中山北路,90,良,颗粒物(PM10),63,130,1.0,54,47,60,32
